normalized_ref,source_file,reading_type,raw_ref,candidate_line,method,confidence,page
1 timothy 2:1-7,weekday_b,first_reading,1 Timothy 2.1-7++,"First of all I urge that supplications, prayers,",weekday_direct,100,278
1 timothy 2:1-8,sunday,second_reading,1 Tim 2:1-8,"BELOVED: First of all, I ask that supplications, prayers,",sunday_column_left,100,204
1 timothy 3:1-13,weekday_b,first_reading,1 Timothy 3.1-13,The saying is sure:,weekday_direct,100,280
1 timothy 3:14-16,weekday_b,first_reading,1 Timothy 3.14-16,"Beloved, I hope to come to you soon,",weekday_direct,100,282
1 timothy 4:12-16,weekday_b,first_reading,1 Timothy 4.12-16,"My child,",weekday_direct,100,284
1 timothy 6:11-16,sunday,second_reading,1 Tm 6:11-16,"BUT you, man of God, pursue righteousness, devotion, faith, love, patience, and gentleness.",sunday_column_left,100,207
1 timothy 6:13-16,weekday_b,first_reading,1 Timothy 6.13-16,"In the presence of God, who gives life to all things,",weekday_direct,100,288
1 timothy 6:2c-12,weekday_b,first_reading,1 Timothy 6.2c-12,"My child, teach and urge these duties.",weekday_direct,100,286
2 chronicles 24:17-25,weekday_b,first_reading,2 Chronicles 24.17-25,"Now after the death of Jehoiada, the priest,",weekday_direct,100,516
"2 chronicles 36:14-16, 19-23",sunday,first_reading,"2 Chr 36:14-16, 19-23","IN those days, all the princes of Judah, the priests, and the people added infidelity to infidelity,",sunday_column_left,100,59
2 corinthians 11:1-11,weekday_b,first_reading,2 Corinthians 11.1-11,"Brothers and sisters,",weekday_direct,100,86
"2 corinthians 11:18, 21b-30",weekday_b,first_reading,"2 Corinthians 11.18, 21b-30","Since many boast according to human standards,",weekday_direct,100,88
2 corinthians 12:1-10,weekday_b,first_reading,2 Corinthians 12.1-10,"It is necessary to boast, though nothing is to be gained by it;",weekday_direct,100,90
2 corinthians 12:7-10,sunday,second_reading,2 Cor 12:7-10,"That I, Paul, might not become too elated, because of the abundance of the revelations,",sunday_column_left,100,169
2 corinthians 13:11-13,sunday,second_reading,2 Cor 13:11-13,"BROTHERS and sisters, rejoice. Mend your ways, encourage one another,",sunday_column_left,100,236
2 corinthians 1:1-7,weekday_b,first_reading,2 Corinthians 1.1-7,"From Paul, an apostle of Christ Jesus by the will of God,",weekday_direct,100,67
2 corinthians 1:18-22,weekday_b,first_reading,2 Corinthians 1.18-22,"As surely as God is faithful,",weekday_direct,100,69
"2 corinthians 3:15 - 4.1, 3-6",weekday_b,first_reading,"2 Corinthians 3.15 – 4.1, 3-6","To this very day whenever Moses is read,",weekday_direct,100,73
2 corinthians 3:1b-6,sunday,second_reading,2 Cor 3:1b-6,"Do we need, as some do, letters of recommendation to you or from you?",sunday_column_left,100,151
2 corinthians 3:4-11,weekday_b,first_reading,2 Corinthians 3.4-11,"Brothers and sisters,",weekday_direct,100,71
2 corinthians 4:13-5:1,sunday,second_reading,2 Cor 4:13-5:1,"Since we have the same spirit of faith, according to what is written, I believed, therefore I spoke,",sunday_column_left,100,157
2 corinthians 4:6-11,sunday,second_reading,2 Cor 4:6-11,"God who said, Let light shine out of darkness, has shone in our hearts to bring to light",sunday_column_left,100,154
2 corinthians 4:7-15,weekday_b,first_reading,2 Corinthians 4.7-15,"Brothers and sisters,",weekday_direct,100,75
2 corinthians 4:7-15,weekday_b,first_reading,2 Corinthians 4.7-15,"We have this treasure in clay vessels,",weekday_direct,100,881
2 corinthians 5:14-17,sunday,second_reading,2 Cor 5:14-17,"The love of Christ impels us, once we have come to the conviction that one died for all;",sunday_column_left,100,163
2 corinthians 5:14-21,weekday_b,first_reading,2 Corinthians 5.14-21,"Brothers and sisters,",weekday_direct,100,78
2 corinthians 5:17-21,sunday,second_reading,2 Cor 5:17-21,Whoever is in Christ is a new creation: the old things have passed away;,sunday_column_left,100,60
2 corinthians 5:20-6:2,sunday,second_reading,2 Cor 5:20-6:2,"We are ambassadors for Christ, as if God were appealing through us.",sunday_column_right,100,44
2 corinthians 5:6-10,sunday,second_reading,2 Cor 5:6-10,"We are always courageous, although we know that while we are at home in the body",sunday_column_left,100,160
2 corinthians 6:1-10,weekday_b,first_reading,2 Corinthians 6.1-10,"Brothers and sisters,",weekday_direct,100,80
2 corinthians 8:1-9,weekday_b,first_reading,2 Corinthians 8.1-9,"We want you to know, brothers and sisters,",weekday_direct,100,82
"2 corinthians 8:7, 9, 13-15",sunday,second_reading,"2 Cor 8:7, 9, 13-15","As you excel in every respect, in faith, discourse, knowledge, all earnestness, and in the love we have for you,",sunday_column_left,100,166
2 corinthians 8:9-15,weekday_b,first_reading,2 Corinthians 8.9-15,"For you know the generous act of our Lord Jesus Christ,",weekday_direct,100,858
2 corinthians 9:6-10,weekday_b,first_reading,2 Corinthians 9.6-10,"The one who sows sparingly will also reap sparingly,",weekday_direct,100,893
2 corinthians 9:6-11,weekday_b,first_reading,2 Corinthians 9.6-11,"Brothers and sisters, the point is this:",weekday_direct,100,84
2 john 4-9,weekday_b,first_reading,2 John 4-9,"From the elder to the elect lady and her children, whom I love in the truth. I was overjoyed to find some of your children walking in the truth,",weekday_direct,100,799
"2 kings 11:1-4, 9-18, 20",weekday_b,first_reading,"2 Kings 11.1-4, 9-18, 20","When Athaliah, Ahaziah's mother, saw that her son was dead,",weekday_direct,100,513
"2 kings 17:5-8, 13-15a, 18",weekday_b,first_reading,"2 Kings 17.5-8, 13-15a, 18",The king of Assyria invaded all the land,weekday_direct,100,519
"2 kings 19:9b-11, 14-21, 31-36",weekday_b,first_reading,"2 Kings 19.9b-11, 14-21, 31-36","Sennacherib, the king of Assyria,",weekday_direct,100,521
2 kings 22:8-13; 23.1-3,weekday_b,first_reading,2 Kings 22.8-13; 23.1-3,"The high priest Hilkiah said to Shaphan the secretary,",weekday_direct,100,523
2 kings 24:8-17,weekday_b,first_reading,2 Kings 24.8-17,Jehoiachin was eighteen years old when he began to reign;,weekday_direct,100,526
2 kings 25:1-12,weekday_b,first_reading,2 Kings 25.1-12,"And in the ninth year of Zedekiah's reign,",weekday_direct,100,529
"2 kings 2:1, 6-14",weekday_b,first_reading,"2 Kings 2.1, 6-14","When the Lord was about to take Elijah up to heaven by a whirlwind,",weekday_direct,100,508
"2 kings 4:18-21, 32-33, 34d, 35c-37",weekday_a,first_reading,"2 Kings 4.18-21, 32-33, 34d, 35c-37++","It happened that a woman of Shunem had offered the prophet Elisha the hospitality of her home. In return, God had given her a son. When the child was older,",weekday_direct,100,461
2 kings 4:42-44,sunday,first_reading,2 Kgs 4:42-44,"A MAN came from Baal-shalishah bringing to Elisha, the man of God, twenty barley loaves made from the firstfruits,",sunday_column_left,100,178
"2 kings 4:8-11, 14-16a",sunday,first_reading,"2 Kgs 4:8-11, 14-16a","ONE day Elisha came to Shunem, where there was a woman of influence, who urged him",sunday_column_left,100,165
2 kings 5:1-15a,weekday_a,first_reading,2 Kings 5.1-15a,"Naaman, commander of the army of the king of Aram,",weekday_direct,100,425
2 kings 5:14-17,sunday,first_reading,2 Kgs 5:14-17,"NAAMAN went down and plunged into the Jordan seven times at the word of Elisha, the man of God.",sunday_column_left,100,213
2 maccabees 6:18-31,weekday_b,first_reading,2 Maccabees 6.18-31,"Eleazar, one of the scribes in high position,",weekday_direct,100,399
"2 maccabees 7:1, 20-31",weekday_b,first_reading,"2 Maccabees 7.1, 20-31",It happened that seven brothers and their mother were arrested,weekday_direct,100,402
"2 maccabees 7:1-2, 9-14",sunday,first_reading,"2 Mc 7:1-2, 9-14","IT happened that seven brothers with their mother were arrested and tortured with whips and scourges by the king,",sunday_column_left,100,225
2 peter 1:1-7,weekday_a,first_reading,2 Peter 1.1-7,"Simon Peter, a servant and apostle of Jesus Christ,",weekday_direct,100,361
2 peter 1:1-7,weekday_b,first_reading,2 Peter 1.1-7,"Simon Peter, a servant and apostle of Jesus Christ,",weekday_direct,100,476
2 peter 1:16-19,sunday,second_reading,2 Pt 1:16-19,BELOVED: We did not follow cleverly devised myths,sunday_column_left,100,252
2 peter 1:16-19,sunday,second_reading,2 Pt 1:16-19,BELOVED: We did not follow cleverly devised myths,sunday_column_left,100,253
2 peter 1:16-19,sunday,second_reading,2 Pt 1:16-19,BELOVED: We did not follow cleverly devised myths,sunday_column_left,100,254
"2 peter 3:12-15a, 17-18",weekday_a,first_reading,"2 Peter 3.12-15a, 17-18","Beloved, what sort of persons should you be",weekday_direct,100,363
"2 peter 3:12-15a, 17-18",weekday_b,first_reading,"2 Peter 3.12-15a, 17-18","Beloved, what sort of persons should you be",weekday_direct,100,478
2 peter 3:8-14,sunday,second_reading,2 Pt 3:8-14,"DO not ignore this one fact, beloved, that with the Lord one day is like a thousand years",sunday_column_right,100,19
"2 samuel 11:1-4a, 5-10a, 13-17",weekday_a,first_reading,"2 Samuel 11.1-4a, 5-10a, 13-17","In the spring of the year,",weekday_direct,100,285
"2 samuel 12:1-7a, 10-17",weekday_a,first_reading,"2 Samuel 12.1-7a, 10-17","David did what displeased the Lord, so the Lord sent Nathan to David.",weekday_direct,100,288
"2 samuel 12:7-10, 13",sunday,first_reading,"2 Sam 12:7-10, 13","NATHAN said to David: ""Thus says the Lord God of Israel:",sunday_column_left,100,161
"2 samuel 15:13-14, 30; 16.5-13a",weekday_a,first_reading,"2 Samuel 15.13-14, 30; 16.5-13a","A messenger came to David, saying,",weekday_direct,100,291
"2 samuel 18:9-10, 14b, 24-26a, 30 - 19.3",weekday_a,first_reading,"2 Samuel 18.9-10, 14b, 24-26a, 30 - 19.3++",Absalom happened to meet the servants of David.,weekday_direct,100,294
"2 samuel 1:1-4, 11-12, 19, 23-27",weekday_a,first_reading,"2 Samuel 1.1-4, 11-12, 19, 23-27","After the death of Saul,",weekday_direct,100,272
"2 samuel 24:2, 9-17",weekday_a,first_reading,"2 Samuel 24.2, 9-17",King David said to Joab,weekday_direct,100,297
2 samuel 5:1-3,sunday,first_reading,2 Sam 5:1-3,"IN those days, all the tribes of Israel came to David in Hebron and said: ""Here we are, your bone and your flesh.",sunday_column_left,100,231
"2 samuel 5:1-7, 10",weekday_a,first_reading,"2 Samuel 5.1-7, 10","All the tribes of Israel came to David at Hebron, and said,",weekday_direct,100,275
"2 samuel 6:12b-15, 17-19",weekday_a,first_reading,"2 Samuel 6.12b-15, 17-19",David brought up the ark of God,weekday_direct,100,277
2 samuel 7:1-17,weekday_a,first_reading,2 Samuel 7.1-17++,"When King David was settled in his house in Jerusalem,",weekday_direct,100,279
"2 samuel 7:1-5, 8-12, 16",weekday_a,first_reading,"2 Samuel 7.1-5, 8-12, 16","Now when King David was settled in his house,",weekday_direct,100,63
"2 samuel 7:1-5, 8b-12, 14a, 16",sunday,first_reading,"2 Sam 7:1-5, 8b-12, 14a, 16","WHEN King David was settled in his palace, and the LORD had given him rest from his enemies on every side,",sunday_column_left,100,25
"2 samuel 7:18-19, 24-29",weekday_a,first_reading,"2 Samuel 7.18-19, 24-29","After the prophet Nathan had proclaimed to David the promises of God, King David went in and sat before the Lord, and said,",weekday_direct,100,282
"2 samuel 7:4-5a, 12-14a, 16",weekday_a,first_reading,"2 Samuel 7.4-5a, 12-14a, 16",The word of the Lord came to Nathan:,weekday_direct,100,652
"2 samuel 7:4-5a, 12-14a, 16",sunday,first_reading,"2 Sam 7:4-5a, 12-14a, 16","THE LORD spoke to Nathan and said: ""Go, tell my servant David,",sunday_column_left,100,234
"2 thessalonians 1:1-5, 11b-12",weekday_b,first_reading,"2 Thessalonians 1.1-5, 11b-12","From Paul, Silvanus, and Timothy:",weekday_direct,100,651
2 thessalonians 1:11-2:2,sunday,second_reading,2 Thes 1:11-2:2,"We always pray for you, that our God may make you worthy of his calling",sunday_column_left,100,222
"2 thessalonians 2:1-3a, 14-17",weekday_b,first_reading,"2 Thessalonians 2.1-3a, 14-17",As to the coming of our Lord Jesus Christ,weekday_direct,100,653
2 thessalonians 2:16-3:5,sunday,second_reading,2 Thes 2:16-3:5,"May our Lord Jesus Christ himself and God our Father, who has loved us and given us everlasting encouragement",sunday_column_left,100,225
"2 thessalonians 3:6-10, 16-18",weekday_b,first_reading,"2 Thessalonians 3.6-10, 16-18","Now we command you, beloved,",weekday_direct,100,655
2 thessalonians 3:7-12,sunday,second_reading,2 Thes 3:7-12,"You know how one must imitate us. For we did not act in a disorderly way among you,",sunday_column_left,100,228
"2 timothy 1:1-3, 6-12",weekday_a,first_reading,"2 Timothy 1.1-3, 6-12","From Paul, an apostle of Christ Jesus by the will of God,",weekday_direct,100,365
"2 timothy 1:1-3, 6-12",weekday_b,first_reading,"2 Timothy 1.1-3, 6-12","From Paul, an apostle of Christ Jesus by the will of God,",weekday_direct,100,481
2 timothy 1:1-8,weekday_a,first_reading,2 Timothy 1.1-8,"From Paul, an apostle of Christ Jesus by the will of God,",weekday_direct,100,636
"2 timothy 1:6-8, 13-14",sunday,second_reading,"2 Tm 1:6-8, 13-14","BELOVED: I remind you, to stir into flame",sunday_column_left,100,210
2 timothy 1:8b-10,sunday,second_reading,2 Tim 1:8b-10,BELOVED: Bear your share of hardship for the gospel,sunday_column_left,100,48
2 timothy 2:22b-26,weekday_b,first_reading,2 Timothy 2.22b-26,"Pursue righteousness, faith, love, and peace,",weekday_direct,100,866
2 timothy 2:8-13,sunday,second_reading,2 Tm 2:8-13,"BELOVED: Remember Jesus Christ, raised from the dead, a descendant of David:",sunday_column_left,100,213
2 timothy 2:8-15,weekday_a,first_reading,2 Timothy 2.8-15,"My dear brother, Timothy,",weekday_direct,100,367
2 timothy 2:8-15,weekday_b,first_reading,2 Timothy 2.8-15,"My dear brother, Timothy,",weekday_direct,100,483
2 timothy 3:10-17,weekday_a,first_reading,2 Timothy 3.10-17,"You have observed my teaching, my conduct, my aim in life,",weekday_direct,100,369
2 timothy 3:10-17,weekday_b,first_reading,2 Timothy 3.10-17,"You have observed my teaching, my conduct, my aim in life,",weekday_direct,100,485
2 timothy 3:14-4:2,sunday,second_reading,2 Tm 3:14-4:2,"BELOVED: Remain faithful to what you have learned and believed,",sunday_column_left,100,216
2 timothy 4:1-8,weekday_a,first_reading,2 Timothy 4.1-8,"In the presence of God and of Christ Jesus,",weekday_direct,100,371
2 timothy 4:1-8,weekday_b,first_reading,2 Timothy 4.1-8,"In the presence of God and of Christ Jesus,",weekday_direct,100,487
"2 timothy 4:6-8, 16-18",sunday,second_reading,"2 Tm 4:6-8, 16-18","BELOVED: I am already being poured out like a libation,",sunday_column_left,100,219
"2 timothy 4:6-8, 17-18",sunday,second_reading,"2 Tm 4:6-8, 17-18","I, PAUL, am already being poured out like a libation, and the time of my departure is at hand.",sunday_column_right,100,251
2 timothy 4:9-17a,weekday_b,first_reading,2 Timothy 4.9-17a,"Do your best to come to me soon, Timothy,",weekday_direct,100,935
24:37-44,sunday,gospel,24:37-44,"As it was in the days of Noah,",sunday_column_right,100,15
3 john 5-8,weekday_b,first_reading,3 John 5-8,"From the elder to the beloved Gaius, whom I love in the truth. Beloved,",weekday_direct,100,802
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"The seventy returned with joy and told Jesus all that they had done. At that same hour Jesus rejoiced in the Holy Spirit and said,",weekday_direct,100,10
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"After Jesus had left Tyre and Sidon,",weekday_direct,100,12
acclamati o n,weekday_a,gospel,ACCLAMATI O N,As Jesus went on from his own village,weekday_direct,100,17
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"One day, while Jesus was teaching,",weekday_direct,100,21
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"Jesus continued to speak to the crowds about John the Baptist,",weekday_direct,100,30
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"One day when Jesus was in the temple teaching he spoke to the chief priests and the elders of the people, and asked them this question: THIRD WEEK OF ADVENT",weekday_direct,100,36
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"Jesus went up to Jerusalem for the festival, and healed a man who was paralyzed on the Sabbath. Therefore the Jewish leaders started persecuting Jesus,",weekday_direct,100,44
acclamati o n,weekday_a,gospel,ACCLAMATI O N,Jesus began to teach beside the sea.,weekday_direct,100,141
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"Jesus said to the people,",weekday_direct,100,477
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"Six days before the Passover Jesus came to Bethany,",weekday_direct,100,491
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"After feeding the crowd, Jesus withdrew to the mountain by himself. When evening came, his disciples went down to the sea,",weekday_direct,100,529
acclamati o n,weekday_a,gospel,ACCLAMATI O N,"On the first day of the week,",weekday_direct,100,619
