weekday_cycle,source_file,season,reference_status,day,psalm_response,acclamation_ref,first_reading,reading_cycle,sunday_cycle,acclamation_text,week,first_reading_incipit,lectionary_number,gospel,parser_warnings,second_reading,source_page,psalm_reference,gospel_incipit,source_title,second_reading_incipit
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,God's love is everlasting.,1 Thessalonians 2.13,Josh 24.1-13,,,"Receive this message not as human words, but as truly the word of God.",19,Joshua gathered all the tribes of Israel to Shechem,417,Matt 19.3-12,,,217,"Ps 136.1-3, 16-18, 21-22+24","Some Pharisees came to Jesus, and to test him they asked",Ordinary Time 19 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,God's love is everlasting.,1 Thessalonians 2.13,"Ezek 16.1-15, 60, 63",,,"Receive this message not as human words, but as truly the word of God.",19,The word of the Lord came to me,417,Matt 19.3-12,,,629,"Ps 136.1-3, 16-18, 21-22+24","Some Pharisees came to Jesus, and to test him they asked",Ordinary Time 19 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Praise the Lord, Jerusalem.",2 Thessalonians 2.14,Deut 10.12-22,,,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",19,Moses spoke to the people and said,413,Matt 17.22-27,,,207,"Ps 147.12-13, 14-15, 19-20","As the disciples were gathering in Galilee, Jesus said to them",Ordinary Time 19 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,Heaven and earth are full of your glory.,2 Thessalonians 2.14,"Ezek 1.2-5, 24-28c",,,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ. MONDAY 1543",19,On the fifth day of the month,413,Matt 17.22-27,,,618,"Ps 148.1-2, 11-12, 13, 14","As the disciples were gathering in Galilee, Jesus said to them",Ordinary Time 19 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"You are my inheritance, O Lord.",Matt 11.25,Josh 24.14-29,,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",19,Joshua gathered all the tribes of Israel at Shechem,418,Matt 19.13-15,,,220,"Ps 16.1-2a+5, 7-8, 9a+11 (R. see 5a)",Little children were being brought to Jesus,Ordinary Time 19 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"Create a clean heart in me, O God.",Matt 11.25,"Ezek 18.1-10, 13b, 30-32",,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",19,The word of the Lord came to me,418,Matt 19.13-15,,,633,"Ps 51.10-11, 12-13, 16-17",Little children were being brought to Jesus,Ordinary Time 19 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Alleluia! (or two or three times),Ps 119.135,"Josh 3.7-10a, 11, 13-17",,,"Let your face shine on your servant, and teach me your laws. THURSDAY 1139",19,"Early in the morning, Joshua rose and set out with all the Israelites",416,Matt 18.21 - 19.1,,,214,"Ps 114.1-2, 3-4, 5-6",Peter came to Jesus and said,Ordinary Time 19 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Do not forget the works of the Lord!,Ps 119.135,Ezek 12.1-16,,,"Let your face shine on your servant, and teach me your laws.",19,The word of the Lord came to me,416,Matt 18.21-35 - 19.1,,,626,"Ps 78.56-57, 58-59, 61-62",Peter came to Jesus and said,Ordinary Time 19 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,,Matt 11.29,Deut 31.1-8,,,"Take my yoke upon you, learn from me, for I am gentle and humble of heart.",19,When Moses had finished speaking,414,"Matt 18.1-5, 10, 12-14",,,209,,At that time the disciples came to Jesus and asked,Ordinary Time 19 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,How sweet to my taste is your promise!,Matt 11.29,Ezek 2.8 - 3.4,,,"Take my yoke upon you, learn from me, for I am gentle and humble of heart. TUESDAY 1545",19,Thus says the Lord,414,"Matt 18.1-5, 10, 12-14",,,620,"Ps 119.14+24, 72+103, 111+131",At that time the disciples came to Jesus and asked,Ordinary Time 19 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,Blessed be God who filled my soul with life!,2 Corinthians 5.19,Deut 34.1-12,,,"God was in Christ, to reconcile the world to himself; and the good news of reconciliation he has entrusted to us.",19,Moses went up from the plains of Moab to Mount Nebo,415,Matt 18.15-20,,,211,"Ps 66.1-3a, 5+8, 16-17",Jesus said to his disciples,Ordinary Time 19 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The glory of the Lord is higher than the skies.,2 Corinthians 5.19,Ezek 9.1-7; 10.18-22,,,"God was in Christ, to reconcile the world to himself; and the good news of reconciliation he has entrusted to us.",19,"The Lord cried in my hearing with a loud voice, saying",415,Matt 18.15-20,,,623,"Ps 113.1-2, 3-4, 5-6",Jesus said to his disciples,Ordinary Time 19 Wednesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Friday,Do not forget the works of the Lord!,Luke 7.16,"Hebrews 4.1-5, 11",,,A great prophet has appeared among us; God has visited his people.,1,Beloved,309,Mark 2.1-12,,,118,"Ps 78.3+4bc, 6c-7, 8",When Jesus returned to Capernaum after some days,Ordinary Time 1 Friday,
II,weekday_a_full.txt,Ordinary Time,unverified,Friday,For ever I will sing the goodness of the Lord.,Luke 7.16,"1 Samuel 8.4-7, 10-22a",,,A great prophet has appeared among us; God has visited his people.,1,All the elders of Israel gathered together,309,Mark 2.1-12,,,254,"Ps 89.15-16, 17-18",When Jesus returned to Capernaum after some days,Ordinary Time 1 Friday,
I,weekday_a_full.txt,Ordinary Time,unverified,Monday,"Worship the Lord, all angels of God.",Mark 1.15,Hebrews 1.1-6,,,The kingdom of God is near: repent and believe the good news.,1,Long ago God spoke to our ancestors,305,Mark 1.14-20,,,110,"Ps 97.1-2, 6+7ac, 8bc-9",Now after John was arrested,Ordinary Time 1 Monday,
II,weekday_a_full.txt,Ordinary Time,unverified,Monday,"To you, Lord, I will offer a sacrifice of praise.",Mark 1.15,1 Samuel 1.1-8,,,The kingdom of God is near: repent and believe the good news!,1,There was a certain man of Ramathaim,305,Mark 1.14-20,,,244,"Ps 116.12-13, 14+17, 18-19",Now after John was arrested,Ordinary Time 1 Monday,
I,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"Your words, Lord, are spirit and life.",Luke 4.18,Hebrews 4.12-16,,,The Lord sent me to bring good news to the poor and freedom to prisoners. SATURDAY 117,1,The word of God is living and active,310,Mark 2.13-17,,,120,"Ps 19.7, 8, 9, 14",Jesus went out beside the sea,Ordinary Time 1 Saturday,
II,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"Lord, your strength gives joy to the king.",Luke 4.18,"1 Samuel 9.1-4, 17-19; 10.1a",,,The Lord sent me to bring good news to the poor and freedom to prisoners.,1,There was a man of Benjamin whose name was Kish,310,Mark 2.13-17,,,256,"Ps 21.1-2, 3-4, 5-6",Jesus went out beside the sea,Ordinary Time 1 Saturday,
I,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"If today you hear God's voice,",Matt 4.23,Hebrews 3.7-14,,,Jesus preached the good news of the kingdom and healed all who were sick.,1,The Holy Spirit says,308,Mark 1.40-45,,,116,"Ps 95.6-7, 8-9, 10-11",A man with leprosy came to Jesus begging him,Ordinary Time 1 Thursday,
II,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"Save us Lord, in your mercy.",Matt 4.23,1 Samuel 4.1c-11,,,Jesus preached the good news of the kingdom and healed all who were sick.,1,In those days the Philistines mustered for war against Israel,308,Mark 1.40-45,,,251,"Ps 44.9-10, 13-14, 23-24",A man with leprosy came to Jesus begging him,Ordinary Time 1 Thursday,
I,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,You gave your Son authority over all your creation.,1 Thessalonians 2.13,Hebrews 2.5-12,,,"Receive this message not as human words, but as truly the word of God.",1,God did not subject the coming world,306,Mark 1.21-28,,,112,"Ps 8.1-2, 3-4, 5-6ab, 6c-8 (R.6)",Jesus and the disciples went to Capernaum,Ordinary Time 1 Tuesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,You gave your Son authority over all your creation.,1 Thessalonians 2.13,1 Samuel 1.9-20,,,"Receive this message not as human words, but as truly the word of God.",1,"Elkanah, his wives and children offered sacrifice",306,Mark 1.21-28,,,246,"Ps 8.1-2, 3-4, 5-6ab, 6c-8 (R.6)",Jesus and the disciples went to Capernaum,Ordinary Time 1 Tuesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,The Lord remembers his covenant forever.,John 10.27,Hebrews 2.14-18,,,"My sheep listen to my voice, says the Lord: I know them, and they follow me.",1,Since the children share flesh and blood,307,Mark 1.29-39,,,114,"Ps 105.1-2, 3-4, 6-7, 8-9",As soon as Jesus and the disciples left the synagogue,Ordinary Time 1 Wednesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,"Here am I, Lord, I come to do your will.",John 10.27,"1 Samuel 3.1-10, 19-20",,,"My sheep listen to my voice, says the Lord: I know them, and they follow me.",1,At the temple in Shiloh,307,Mark 1.29-39,,,249,"Ps 40.1+4, 6-7a, 7b-8, 9",As soon as Jesus and the disciples left the synagogue,Ordinary Time 1 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Praise the Lord, my soul!","Ps 25.4b, 5a","Ruth 1.1-2ab, 3-6, 14b-16, 22",,,"Teach me your paths, my God, and lead me in your truth.",20,In the days when the judges ruled,423,Matt 22.34-40,,,234,"Ps 146.5-6, 7, 8-9a, 9bc-10",When the Pharisees heard that Jesus had silenced the Sadducees,Ordinary Time 20 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Give thanks to the Lord, God's love is everlasting.","Ps 25.4b, 5a",Ezek 37.1-14,,,"Teach me your paths, my God, and lead me in your truth.",20,The hand of the Lord came upon me,423,Matt 22.34-40,,,646,"Ps 107.1-2, 4-5, 6-7, 8-9",When the Pharisees heard that Jesus had silenced the Sadducees,Ordinary Time 20 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"In your love, remember us, Lord.++",Matt 5.3,Judg 2.11-19,,,Blessed are the poor in spirit; the kingdom of heaven is theirs!,20,After the death of Joshua,419,Matt 19.16-22,,,223,"Ps 106.4+5b, 6+35, 36-37, 39-40, 43-44 (R.4a)",A man came to Jesus and said,Ordinary Time 20 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"In your love, remember us, Lord.++",Matt 5.3,Ezek 24.15-24,,,Blessed are the poor in spirit; the kingdom of heaven is theirs!,20,The word of the Lord came to me,419,Matt 19.16-22,,,636,"Ps 106.4+5b, 6+35, 36-37, 39-40, 43-44 (R.4a)",A man came to Jesus and said,Ordinary Time 20 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,Proclaim God's marvellous deeds to all the nations.,John 10.27,"2 Thessalonians 1.1-5, 11b-12",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",20,"From Paul, Silvanus, and Timothy",425,Matt 23.13-22,,,651,"Ps 96.1-2a, 2b-3, 4-5",Jesus said to the crowds,Ordinary Time 20 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,See how the Lord blesses those who fear him.,"Matt 23.9b, 10b","Ruth 2.1-3, 8-11; 4.13-17",,,"You have one Father, your Father in heaven; you have one teacher, the Lord Jesus Christ.",20,Naomi had a kinsman on her husband's side,424,Matt 23.1-12,,,237,"Ps 128.1-2, 3, 4-5",Jesus said to the crowds and to his disciples,Ordinary Time 20 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,The glory of the Lord will dwell in our land.,"Matt 23.9b, 10b",Ezek 43.1-7a,,,"You have one Father, your Father in heaven; you have one teacher, the Lord Jesus Christ.",20,"The angel brought me to the gate, the gate facing east.",424,Matt 23.1-12,,,649,"Ps 85.8ab-9, 10-11, 12-13",Jesus said to the crowds and to his disciples,Ordinary Time 20 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Here am I, Lord;",Ps 95.8,Judg 11.29-39a,,,"If today you hear God's voice, harden not your hearts.",20,The spirit of the Lord came upon Jephthah,422,Matt 22.1-14,,,231,"Ps 40.4, 6-7a, 7b-8, 9",Once more Jesus spoke to the chief priests,Ordinary Time 20 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,I will pour clean water on you,Ps 95.8,Ezek 36.23-28,,,"If today you hear God's voice, harden not your hearts.",20,Thus says the Lord,422,Matt 22.1-14,,,644,"Ps 51.10-11, 12-13, 16-17",Once more Jesus spoke to the chief priests,Ordinary Time 20 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord speaks of peace to his people.,2 Corinthians 8.9,Judg 6.11-24a,,,"Jesus Christ was rich but he became poor, to make you rich out of his poverty.",20,The angel of the Lord came and sat under the oak at Ophrah,420,Matt 19.23-30,,,225,"Ps 85.8, 10-11, 12-13",Jesus said to his disciples,Ordinary Time 20 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord speaks of peace to his people.,Corinthians 8.9,Ezek 28.1-10,,,"Jesus Christ was rich but he became poor, to make you rich out of his poverty. TUESDAY 1563",20,The word of the Lord came to me,420,Matt 19.23-30,,,638,"Ps 85.8, 10-11, 12-13",Jesus said to his disciples,Ordinary Time 20 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Lord, your strength gives joy to the king.",Hebrews 4.12,Judg 9.6-15,,,The word of God is living and active; it probes the thoughts and motives of our heart.,20,All the lords of Shechem and all Beth-millo came together,421,Matt 20.1-16a,,,228,"Ps 21.1-2, 3-4, 5-6",Jesus spoke this parable to the disciples,Ordinary Time 20 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord is my shepherd;,Hebrews 4.12,Ezek 34.1-11,,,The word of God is living and active; it probes the thoughts and motives of our heart.,20,The word of the Lord came to me,421,Matt 20.1-16a,,,641,"Ps 23.1-3a, 3b-4, 5, 6",Jesus spoke this parable to the disciples,Ordinary Time 20 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,Let the just rejoice in the Lord.,Luke 21.36,1 Thessalonians 4.1-8,,,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man.",21,Brothers and sisters,429,Matt 25.1-13,,,248,"Ps 97.1+2b, 5-6, 10, 11-12",Jesus told this parable to his disciples,Ordinary Time 21 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,The earth is full of the goodness of the Lord.,Luke 21.36,1 Corinthians 1.17-25,,,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man.",21,Brothers and sisters,429,Matt 25.1-13,,,659,"Ps 33.1-2, 4-5, 10ab+11",Jesus told this parable to his disciples,Ordinary Time 21 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,The Lord takes delight in his people.,John 10.27,"1 Thessalonians 1.1-5, 8b-10",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",21,"From Paul, Silvanus, and Timothy",425,Matt 23.13-22,,,240,"Ps 149.1-2, 3-4, 5, 6a+9b",Jesus said to the crowds,Ordinary Time 21 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,The Lord comes to judge the earth.,Luke 4.18,1 Thessalonians 4.13-18,,,The Spirit of the Lord now upon me has sent me to bring good news to the poor.,21,We do not want you to be uninformed,431,Luke 4.16-30,,,253,"Ps 96.1+3, 4-5, 11-12, 13","When Jesus came to Nazareth, where he had been brought up",Ordinary Time 21 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Lord, I love your commands.",Luke 4.18,1 Corinthians 2.1-5,,,The Spirit of the Lord now upon me has sent me to bring good news to the poor.,21,"When I came to you, brothers and sisters",431,Luke 4.16-30,,,665,"Ps 119.97-98, 99-100, 101-102","When Jesus came to Nazareth, where he had been brought up",Ordinary Time 21 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,The Lord comes to rule the earth with justice.,John 13.34,1 Thessalonians 4.9-11,,,I give you a new commandment: love one another as I have loved you.,21,Now concerning love of the brothers and sisters,430,Matt 25.14-30,,,250,"Ps 98.1, 7-8, 9",Jesus told this parable to the disciples,Ordinary Time 21 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Happy the people the Lord has chosen to be his own.,John 13.34,1 Corinthians 1.26-31,,,I give you a new commandment: love one another as I have loved you.,21,"Consider your own call, brothers and sisters",430,Matt 25.14-30,,,661,"Ps 33.12-13, 18-19, 20-21",Jesus told this parable to the disciples,Ordinary Time 21 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Fill us with your love, O Lord,","Matt 24.42a, 44",1 Thessalonians 3.7-13,,,Be watchful and ready: you know not when the Son of Man is coming.,21,"For this reason, brothers and sisters",428,Matt 24.42-51,,,246,"Ps 90.3-4, 12-13, 14+17",Jesus spoke to his disciples,Ordinary Time 21 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"I will praise your name for ever, Lord.","Matt 24.42a, 44",1 Corinthians 1.1-9,,,Be watchful and ready: you know not when the Son of Man is coming.,21,"From Paul, called to be an apostle of Christ Jesus",428,Matt 24.42-51,,,657,"Ps 145.2-3, 4-5, 6-7",Jesus spoke to his disciples,Ordinary Time 21 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"You have searched me and you know me, Lord.",Hebrews 4.12,1 Thessalonians 2.1-8,,,The word of God is living and active; it probes the thoughts and motives of our hearts.,21,"You yourselves know, brothers and sisters",426,Matt 23.23-26,,,242,"Ps 139.1-2, 3-4, 5-6",Jesus said to the crowds,Ordinary Time 21 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord comes to judge the earth.,Hebrews 4.12,"2 Thessalonians 2.1-3a, 14-17",,,The word of God is living and active; it probes the thoughts and motives of our hearts.,21,As to the coming of our Lord Jesus Christ,426,Matt 23.23-26,,,653,"Ps 96.10, 11-12a, 12b-13",Jesus said to the crowds,Ordinary Time 21 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"You have searched me and you know me, Lord.",1 John 2.5,1 Thessalonians 2.9-13,,,"Whoever keeps the word of Christ, grows perfect in the love of God.",21,"You remember our labour and toil, brothers and sisters",427,Matt 23.27-32,,,244,"Ps 139.7-8, 9-10, 11-12",Jesus said to the crowds,Ordinary Time 21 Wednesday,
